,Candidate Id,Candidate Name,Candidate Office,Candidate Office State,Candidate Office District,Candidate Party Affiliation,Candidate Incumbent Challenger Open Seat,Net Contribution,Net Operating Expenditure,Winner_binary,Cash on Hand Beginning of Period,Cash on Hand Close of Period,Individual Itemized Contribution,Individual Unitemized Contribution,Individual Contribution,Electorate,rank_netExpenditure,rank_UnItemizedContribution,rank_ItemizedContribution
679,H4PA05062,"TAYLOR, KERITH STRANO",H,PA,5.0,DEM,CHALLENGER,101148.61,77314.34,0,4864.82,28699.09,67348.08,31653.53,99001.61,PA-5.0,2.5,2.5,2.5
673,H6PA05141,"SUBICK, JULIAN",H,PA,5.0,IND,CHALLENGER,2433.91,2028.89,0,0.0,405.02,1308.91,1100.0,2408.91,PA-5.0,4.0,4.0,4.0
126,H0PA06076,"COSTELLO, RYAN A",H,PA,6.0,REP,INCUMBENT,2317483.18,1439766.48,1,122159.99,727313.07,920330.49,21140.29,941470.78,PA-6.0,1.0,3.0,1.0
868,H6PA07113,"LI, LINDY",H,PA,6.0,DEM,CHALLENGER,502560.38,291310.88,0,0.0,177252.1,442568.72,65659.91,508228.63,PA-6.0,2.0,1.0,2.0
611,H4PA06052,"PARRISH, MICHAEL D",H,PA,6.0,DEM,CHALLENGER,358415.06,284068.17,0,947.91,113333.34,267003.04,53112.02,320115.06,PA-6.0,3.0,2.0,3.0
1198,H6PA06115,"DENHAM, JOE",H,PA,6.0,DEM,CHALLENGER,45000.0,44674.44,0,0.0,325.56,17260.0,885.0,18145.0,PA-6.0,4.0,4.0,4.0
70,H0PA07082,"MEEHAN, PATRICK L. MR.",H,PA,7.0,REP,INCUMBENT,2294203.21,1510146.88,1,1671202.37,2200594.26,795052.52,20058.0,815110.52,PA-7.0,1.0,3.0,1.0
1041,H6PA07121,"GOLDERER, BILL",H,PA,7.0,DEM,CHALLENGER,351550.82,351550.82,0,0.0,0.0,362830.0,24943.41,387773.41,PA-7.0,2.0,2.0,2.0
419,H4PA07092,"BALCHUNIS, MARY ELLEN",H,PA,7.0,DEM,CHALLENGER,182209.92,128619.36,0,202.19,50098.47,99633.79,42498.06,142131.85,PA-7.0,3.0,1.0,3.0
1100,H6PA07139,"CASACIO, STANLEY STAN""""",H,PA,7.0,REP,CHALLENGER,55551.42,116267.16,0,0.0,0.0,20424.09,3884.0,24308.09,PA-7.0,4.0,4.0,4.0
1426,H6PA08228,"SANTARSIERO, STEVEN J",H,PA,8.0,DEM,OPEN,2414688.34,2268293.52,0,0.0,146664.33,1674614.41,237872.63,1912487.04,PA-8.0,1.0,2.0,1.0
111,H6PA08277,"FITZPATRICK, BRIAN",H,PA,8.0,REP,OPEN,1797229.18,1404169.43,1,0.0,392863.53,1131959.7,78689.48,1210649.18,PA-8.0,2.0,3.0,2.0
1682,H4PA08116,"NAUGHTON, SHAUGHNESSY",H,PA,8.0,DEM,OPEN,1382457.61,1370046.19,0,1088.58,0.0,1114077.87,329148.75,1443226.62,PA-8.0,3.0,1.0,3.0
1706,H6PA08244,"PETRI, SCOTT",H,PA,8.0,REP,OPEN,253910.0,84473.4,0,0.0,0.0,246730.0,9280.0,256010.0,PA-8.0,4.0,4.0,4.0
1711,H6PA08251,"DUOME, MARC DR.",H,PA,8.0,REP,OPEN,9326.0,11151.59,0,0.0,0.0,5950.0,3376.0,9326.0,PA-8.0,5.0,6.0,6.0
1707,H6PA08210,"WARREN, ANDREW L",H,PA,8.0,REP,OPEN,18860.0,10022.0,0,0.0,0.0,8400.0,8460.0,1400.0,PA-8.0,6.0,5.0,5.0
205,H2PA09035,"SHUSTER, WILLIAM MR.",H,PA,9.0,REP,INCUMBENT,3704292.11,3019946.99,1,415297.62,596742.47,1460169.09,23793.47,1483962.56,PA-9.0,1.0,1.0,1.0
511,H4PA09056,"HALVORSON, ARTHUR L",H,PA,9.0,REP,CHALLENGER,89031.14,224986.58,0,4984.71,142502.88,73864.0,14352.0,88216.0,PA-9.0,2.0,2.0,2.0
105,H0PA10078,"MARINO, THOMAS ANTHONY",H,PA,10.0,REP,INCUMBENT,1005906.46,701454.12,1,83275.48,221368.53,439332.3,46865.54,486197.84,PA-10.0,1.0,1.0,1.0
888,H6PA10141,"MOLESEVICH, MIKE",H,PA,10.0,DEM,CHALLENGER,45859.14,47309.15,0,0.0,-11770.46,24709.92,16311.23,41021.15,PA-10.0,2.0,2.0,2.0
536,H6PA10125,"KAIRNES, GERALD JAMES",H,PA,10.0,IND,CHALLENGER,1420.0,1084.81,0,0.0,335.19,500.0,790.0,1290.0,PA-10.0,3.0,3.0,3.0
160,H2PA11098,"BARLETTA, LOU",H,PA,11.0,REP,INCUMBENT,1160869.36,665475.15,1,87434.2,539585.4,380628.47,135156.98,515785.45,PA-11.0,1.0,1.0,1.0
565,H6PA11073,"MARSICANO, MICHAEL PAUL",H,PA,11.0,DEM,CHALLENGER,29450.0,122113.77,0,0.0,297754.66,19550.0,1650.0,21200.0,PA-11.0,2.0,2.0,2.0
74,H0PA04220,"ROTHFUS, KEITH MR.",H,PA,12.0,REP,INCUMBENT,1485123.71,1233534.08,1,531139.87,671189.59,901944.57,51885.14,953829.71,PA-12.0,1.0,1.0,1.0
1048,H6PA12089,"LARCHUK, STEVEN B",H,PA,12.0,DEM,CHALLENGER,57313.59,284312.05,0,0.0,15888.54,35045.0,4091.0,39136.0,PA-12.0,2.0,3.0,3.0
570,H4PA12043,"MCCLELLAND, ERIN",H,PA,12.0,DEM,CHALLENGER,221228.5,175193.09,0,10567.43,55552.84,151105.86,30006.66,181112.52,PA-12.0,3.0,2.0,2.0
1250,H4PA13199,"BOYLE, BRENDAN F",H,PA,13.0,DEM,INCUMBENT,997804.24,429395.52,1,415222.88,490692.58,340403.5,14690.29,355093.79,PA-13.0,1.0,1.0,1.0
15,H4PA18131,"DOYLE, MIKE",H,PA,14.0,DEM,INCUMBENT,777713.7,454476.55,1,210531.58,291751.36,142288.0,2691.44,144979.44,PA-14.0,1.0,1.0,1.0
1054,H6PA14192,"MCALLISTER, LENNY MR",H,PA,14.0,REP,CHALLENGER,17390.0,15689.32,0,0.0,1700.68,14900.0,2490.0,17390.0,PA-14.0,2.0,2.0,2.0
763,H2PA14092,"BROOKS, JANIS C DR",H,PA,14.0,DEM,CHALLENGER,928.0,9097.0,0,550.0,680.0,891.0,0.0,80.0,PA-14.0,3.0,3.0,3.0
201,H4PA15087,"DENT, CHARLES W. REP.",H,PA,15.0,REP,INCUMBENT,1549179.32,929763.67,1,937815.58,1107799.85,532879.0,34212.0,567091.0,PA-15.0,1.0,1.0,1.0
471,H2PA15099,"DAUGHERTY, RICHARD D",H,PA,15.0,DEM,CHALLENGER,20652.11,18071.13,0,36.19,2617.17,7950.0,4233.72,12183.72,PA-15.0,2.0,2.0,2.0
267,H6PA16320,"SMUCKER, LLOYD K",H,PA,16.0,REP,OPEN,880936.34,1199537.3,1,0.0,94951.89,472326.34,14137.0,486463.34,PA-16.0,1.0,2.0,1.0
1389,H6PA16296,"HARTMAN, CHRISTINA MARIE MS.",H,PA,16.0,DEM,OPEN,819043.51,757786.75,0,0.0,67784.43,435580.19,213539.32,649119.51,PA-16.0,2.0,1.0,2.0
1639,H6PA16312,"BEILER, CHET",H,PA,16.0,REP,OPEN,101619.82,653537.87,0,0.0,0.0,103050.0,6669.82,109719.82,PA-16.0,3.0,3.0,3.0
1611,H6PA16338,"WEGMAN, GARY",H,PA,16.0,DEM,OPEN,6599.97,7099.97,0,500.0,0.0,3999.97,100.0,4099.97,PA-16.0,4.0,4.0,4.0
296,H2PA17079,"CARTWRIGHT, MATT",H,PA,17.0,DEM,INCUMBENT,883200.4,551515.81,1,453073.8,623169.52,436342.86,37567.9,473910.76,PA-17.0,1.0,1.0,1.0
815,H6PA17161,"GEISSINGER, GLENN A",H,PA,17.0,REP,CHALLENGER,51494.72,56843.85,0,0.0,894.0,33075.0,3700.0,36775.0,PA-17.0,2.0,2.0,2.0
461,H4PA17141,"CONNOLLY, MATT",H,PA,17.0,REP,CHALLENGER,26198.0,18629.21,0,0.0,6168.79,17663.0,1835.0,19498.0,PA-17.0,3.0,3.0,3.0
1293,H2PA18143,"MURPHY, TIMOTHY",H,PA,18.0,REP,INCUMBENT,1400794.57,866211.66,1,818920.89,1238794.57,456547.3,14789.28,471336.58,PA-18.0,1.0,1.0,1.0
1382,H6PR00082,"GONZALEZ COLON, JENNIFFER",H,PR,0.0,NPP,OPEN,728236.33,607458.71,0,0.0,119777.62,676234.73,11145.1,687379.83,PR-0.0,1.0,4.0,1.0
1685,H6PR01023,"PESQUERA, CARLOS IGNACIO",H,PR,0.0,OTH,OPEN,409651.02,451707.43,0,0.0,-26181.93,313446.02,18105.0,331551.02,PR-0.0,2.0,3.0,2.0
1576,H6PR01015,"ROSA, ANGEL",H,PR,0.0,DEM,OPEN,195039.86,191459.25,0,0.0,3580.61,176510.73,33452.13,209962.86,PR-0.0,3.0,2.0,4.0
1375,H6PR00090,"FERRER RIOS, HECTOR",H,PR,0.0,DEM,OPEN,230245.08,188786.25,0,0.0,16028.83,189910.33,34754.75,224665.08,PR-0.0,4.0,1.0,3.0
1606,H4PR00095,"VIVONI, MIGUEL HERNANDEZ",H,PR,0.0,OTH,OPEN,22000.0,27285.23,0,4802.65,-482.58,22000.0,0.0,22000.0,PR-0.0,5.0,6.5,5.0
1750,H6PR00074,"LABOY-ALVARADO, ZOE M",H,PR,0.0,OTH,OPEN,16200.0,24728.45,0,0.0,3974.15,16200.0,0.0,16200.0,PR-0.0,6.0,6.5,6.0
1413,H6PR01031,"NOGALES-MOLINELLI, MARIANA",H,PR,0.0,PPT,OPEN,2154.17,1626.15,0,0.0,445.78,0.0,1605.0,1605.0,PR-0.0,7.0,5.0,7.0
342,H0RI01073,"CICILLINE, DAVID N",H,RI,1.0,DEM,INCUMBENT,1377568.46,586521.89,1,122887.75,787380.51,929851.0,60933.46,990784.46,RI-1.0,1.0,1.0,1.0
678,H4RI01133,"TAUB, H. RUSSELL",H,RI,1.0,REP,CHALLENGER,89307.68,73536.84,0,-29.9,15822.2,66236.59,22146.09,88382.68,RI-1.0,2.0,2.0,2.0
1101,H6RI01112,"MACBETH, KAREN",H,RI,1.0,REP,CHALLENGER,6798.89,6798.89,0,0.0,0.0,13550.0,170.0,13720.0,RI-1.0,3.0,3.0,3.0
339,H0RI02139,"LANGEVIN, JAMES R. HONORABLE",H,RI,2.0,DEM,INCUMBENT,1087117.66,670999.82,1,461855.22,869589.02,567610.11,39897.55,607507.66,RI-2.0,1.0,1.0,1.0
742,H6RI02276,"ARCHER, STEVEN",H,RI,2.0,DEM,CHALLENGER,450.0,12562.39,0,0.0,660.57,250.0,200.0,450.0,RI-2.0,2.0,3.0,3.0
633,H4RI02107,"REIS, RHUE",H,RI,2.0,REP,CHALLENGER,7670.0,2834.26,0,-43.0,4792.74,5750.0,1920.0,7670.0,RI-2.0,3.0,2.0,2.0
197,H4SC01073,"SANFORD, MARSHALL C. HON.",H,SC,1.0,REP,INCUMBENT,679713.0,154281.91,1,504337.04,1029218.13,431608.0,20355.0,451963.0,SC-1.0,1.0,1.0,1.0
843,H6SC01151,"HORNE, JENNY A",H,SC,1.0,REP,CHALLENGER,144778.74,142801.79,0,0.0,1976.95,127600.0,12678.74,140278.74,SC-1.0,2.0,3.0,2.0
452,H4SC01271,"CHERNY, DIMITRI",H,SC,1.0,DEM,CHALLENGER,26300.64,14107.19,0,284.0,51.2,7162.42,19138.22,26300.64,SC-1.0,3.0,2.0,3.0
206,H2SC02059,"WILSON, JOE THE HON.",H,SC,2.0,REP,INCUMBENT,1017820.02,606103.29,1,222664.51,626796.22,356128.5,78341.52,434470.02,SC-2.0,1.0,1.0,1.0
430,H6SC02100,"BJORN, ARIK",H,SC,2.0,DEM,CHALLENGER,62197.64,53329.21,0,0.0,8913.43,18934.75,25400.74,44335.49,SC-2.0,2.0,2.0,2.0
151,H0SC03077,"DUNCAN, JEFFREY D MR.",H,SC,3.0,REP,INCUMBENT,547460.81,394520.05,1,162264.25,108855.85,179135.62,58525.19,237660.81,SC-3.0,1.0,1.0,1.0
458,H4SC03111,"CLEVELAND, HOSEA N",H,SC,3.0,DEM,CHALLENGER,9045.0,6517.0,0,0.0,1407.0,2744.0,0.0,904.0,SC-3.0,2.0,2.0,2.0
149,H0SC04257,"GOWDY, TREY",H,SC,4.0,REP,INCUMBENT,1490630.45,802469.83,1,352926.56,656307.98,522716.98,685913.47,1208630.45,SC-4.0,1.0,1.0,1.0
490,H6SC04163,"FEDALEI, CHRISTOPHER",H,SC,4.0,DEM,CHALLENGER,91281.12,88271.59,0,0.0,3009.53,56473.7,29269.42,85743.12,SC-4.0,2.0,2.0,2.0
230,H0SC05031,"MULVANEY, JOHN MICHAEL 'MICK'",H,SC,5.0,REP,INCUMBENT,1168373.41,791665.56,1,203170.83,511737.97,534385.99,10667.4,545053.39,SC-5.0,1.0,2.0,1.0
615,H6SC05129,"PERSON, FRANCIS J",H,SC,5.0,DEM,CHALLENGER,620979.0,446548.74,0,0.0,174430.26,527713.0,41366.0,569079.0,SC-5.0,2.0,1.0,2.0
219,H2SC02042,"CLYBURN, JAMES E.",H,SC,6.0,DEM,INCUMBENT,2025138.2,864679.61,1,1251219.13,1308449.83,276765.33,61220.9,337986.23,SC-6.0,1.0,1.0,1.0
252,H2SC07066,"RICE, TOM",H,SC,7.0,REP,INCUMBENT,1055745.07,531106.82,1,378235.92,573596.17,403350.0,16545.07,419895.07,SC-7.0,1.0,1.0,1.0
527,H6SC07018,"HYMAN, MAL",H,SC,7.0,DEM,CHALLENGER,29379.55,57789.97,0,0.0,7650.86,22936.0,6423.55,29359.55,SC-7.0,2.0,2.0,2.0
33,H0SD00054,"NOEM, KRISTI LYNN",H,SD,0.0,REP,INCUMBENT,2217745.45,1082356.55,1,802383.57,1894546.07,936562.81,173345.64,1109908.45,SD-0.0,1.0,1.0,1.0
513,H6SD01091,"HAWKS, PAULA",H,SD,0.0,DEM,CHALLENGER,398449.14,315989.85,0,0.0,112963.81,240694.93,138497.84,379192.77,SD-0.0,2.0,2.0,2.0
154,H6TN01388,"ROE, DAVID PHILLIP DR.",H,TN,1.0,REP,INCUMBENT,385217.06,228747.88,1,380305.49,498069.64,335604.06,46613.0,382217.06,TN-1.0,1.0,1.0,1.0
953,H6TN01503,"TRIBBLE, CLINT",H,TN,1.0,REP,CHALLENGER,22837.82,46522.5,0,0.0,-1806.18,0.0,185.0,185.0,TN-1.0,2.0,2.0,2.0
91,H8TN02069,"DUNCAN, JOHN J REP. JR.",H,TN,2.0,REP,INCUMBENT,317426.1,401862.55,1,1086528.87,1000931.92,83250.0,3945.0,87195.0,TN-2.0,1.0,1.0,1.0
228,H0TN03254,"FLEISCHMANN, CHARLES J",H,TN,3.0,REP,INCUMBENT,1587994.14,827747.49,1,52563.13,596975.07,960240.72,11228.14,971468.86,TN-3.0,1.0,2.0,1.0
648,H6TN03152,"SHEKARI, MELODY",H,TN,3.0,DEM,CHALLENGER,85167.43,61052.69,0,0.0,33934.74,51490.0,23966.03,75456.03,TN-3.0,2.0,1.0,2.0
867,H6GA14029,"LEVENE, ALLAN MR.",H,TN,3.0,REP,CHALLENGER,5295.0,10732.17,0,137.61,0.0,0.0,75.0,75.0,TN-3.0,3.0,4.0,4.0
1011,H6TN03145,"SMITH, GEOFFERY SUHMER",H,TN,3.0,REP,CHALLENGER,7812.86,7688.82,0,0.0,124.04,5550.0,669.58,6219.58,TN-3.0,4.0,3.0,3.0
940,H6TN04184,"STARRETT, GRANT",H,TN,4.0,REP,CHALLENGER,705934.85,1574046.61,0,0.0,8450.34,768512.94,51656.91,820169.85,TN-4.0,1.0,1.0,1.0
271,H0TN04195,"DESJARLAIS, SCOTT HON.",H,TN,4.0,REP,INCUMBENT,592473.0,502132.61,1,24938.67,115279.49,386470.0,14035.0,400505.0,TN-4.0,2.0,2.0,2.0
914,H6TN04200,"REYNOLDS, STEVEN",H,TN,4.0,DEM,CHALLENGER,33220.2,42271.61,0,0.0,2051.88,28870.0,3307.63,32177.63,TN-4.0,3.0,4.0,3.0
798,H4TN04155,"FAPARUSI, YOMI DR. SR.",H,TN,4.0,REP,CHALLENGER,24697.0,20496.77,0,32.31,4232.54,15337.0,9360.0,24697.0,TN-4.0,4.0,3.0,4.0
1061,H6TN04192,"PERSLEY, ERRAN FELIC MR.",H,TN,4.0,REP,CHALLENGER,650.0,6947.38,0,0.0,702.62,250.0,400.0,650.0,TN-4.0,5.0,5.0,5.0
254,H2TN05131,"COOPER, JAMES H S",H,TN,5.0,DEM,INCUMBENT,587698.82,367843.0,1,855540.57,898535.98,272760.0,10088.82,282848.82,TN-5.0,1.0,1.0,1.0
659,H6TN05322,"SNYDER, STACY RIES",H,TN,5.0,REP,CHALLENGER,52656.0,42118.54,0,0.0,15602.09,47530.0,4126.0,51656.0,TN-5.0,2.0,2.0,2.0
936,H2TN05263,"SMITH , JOHN (BIG JOHN)",H,TN,5.0,REP,CHALLENGER,5201.0,10510.0,0,0.0,100.0,5195.0,0.0,5195.0,TN-5.0,3.0,3.0,3.0
133,H0TN06257,"BLACK, DIANE L MRS.",H,TN,6.0,REP,INCUMBENT,1660713.21,2423018.72,1,1066815.57,134610.06,623677.05,26487.5,650164.55,TN-6.0,1.0,1.0,1.0
775,H4TN04130,"CARR, JOE",H,TN,6.0,REP,CHALLENGER,115549.56,120084.52,0,5553.0,2385.04,110170.0,13942.18,124112.18,TN-6.0,2.0,2.0,2.0
540,H6TN06155,"KENT, DAVID W.",H,TN,6.0,DEM,CHALLENGER,4744.01,3736.61,0,0.0,1007.4,1390.0,2554.01,3944.01,TN-6.0,3.0,3.0,3.0
143,H2TN06030,"BLACKBURN, MARSHA MRS.",H,TN,7.0,REP,INCUMBENT,2011261.49,1262562.12,1,1862627.81,2625944.68,729583.81,88298.72,817882.53,TN-7.0,1.0,1.0,1.0
1489,H6TN08169,"FLINN, GEORGE S DR JR",H,TN,8.0,REP,OPEN,1698.0,3015905.42,0,0.0,11603.83,1150.0,598.0,1748.0,TN-8.0,1.0,7.0,7.0
169,H2TN07103,"KUSTOFF, DAVID",H,TN,8.0,REP,OPEN,995031.0,966978.39,1,2552.76,256608.0,852110.0,24121.0,876231.0,TN-8.0,2.0,3.0,1.0
1520,H6TN08151,"KELSEY, BRIAN",H,TN,8.0,REP,OPEN,764027.16,765278.61,0,0.0,1448.55,719027.16,27451.0,746478.16,TN-8.0,3.0,1.0,2.0
1532,H6TN08177,"LUTTRELL, MARK H JR",H,TN,8.0,REP,OPEN,353413.67,346838.08,0,0.0,6575.59,334792.67,26436.0,361228.67,TN-8.0,4.0,2.0,3.0
1501,H6TN08185,"GREER, JOHN BRADLEY MR",H,TN,8.0,REP,OPEN,129232.86,124160.63,0,0.0,5072.23,133022.86,8710.0,141732.86,TN-8.0,5.0,4.0,4.0
1528,H8TN07043,"LEATHERWOOD, THOMAS F III",H,TN,8.0,REP,OPEN,53156.68,52610.45,0,476.77,964.95,43872.0,8284.68,52156.68,TN-8.0,6.0,5.0,5.0
1629,H6TN08235,"BAKER, TERRY HUNTER JR.",H,TN,8.0,REP,OPEN,10328.99,10120.63,0,0.0,0.0,6000.0,1828.99,7828.99,TN-8.0,7.0,6.0,6.0
1547,H4TN08099,"MILLS, JOHN JOHN",H,TN,8.0,REP,OPEN,380.0,8576.29,0,1223.45,523.13,250.0,130.0,380.0,TN-8.0,8.0,9.0,8.0
1675,H6TN08193,"MALDONADO, DAVID JOSEPH",H,TN,8.0,REP,OPEN,184.0,3014.81,0,0.0,3012.62,0.0,184.0,184.0,TN-8.0,9.0,8.0,9.5
1388,H2TN08077,"HART, JAMES",H,TN,8.0,IND,OPEN,0.0,271.95,0,1107.34,1336.48,0.0,0.0,0.0,TN-8.0,10.0,10.0,9.5
258,H6TN09068,"COHEN, STEPHEN IRA",H,TN,9.0,DEM,INCUMBENT,574643.07,231086.82,1,617836.95,958593.2,158170.0,6224.95,164394.95,TN-9.0,1.0,1.0,1.0
178,H4TX04039,"GOHMERT, LOUIS B. MR. JR.",H,TX,1.0,REP,INCUMBENT,711709.67,775630.26,1,173122.02,96037.34,518666.0,103723.67,622389.67,TX-1.0,1.0,1.0,1.0
970,H6TX01246,"WINSTON, SIMON WOOD",H,TX,1.0,REP,CHALLENGER,32449.0,59189.07,0,0.0,0.0,30300.0,2149.0,32449.0,TX-1.0,2.0,4.0,2.0
577,H2TX01062,"MCKELLAR, SHIRLEY JONETTA  DR",H,TX,1.0,DEM,CHALLENGER,13358.34,12542.46,0,71.43,310.41,9985.0,3373.34,13358.34,TX-1.0,3.5,2.5,3.5
578,H6TX01238,"MCKELLAR, SHIRLEY JONETTA DR",H,TX,1.0,DEM,CHALLENGER,13358.34,12542.46,0,71.43,310.41,9985.0,3373.34,13358.34,TX-1.0,3.5,2.5,3.5
263,H4TX02108,"POE, TED",H,TX,2.0,REP,INCUMBENT,790264.14,338466.85,1,1849561.53,2094557.47,392805.7,36748.0,429553.7,TX-2.0,1.0,1.0,1.0
437,H6TX02160,"BRYAN, PAT",H,TX,2.0,DEM,CHALLENGER,120.0,7349.78,0,685.12,1893.48,20.0,100.0,120.0,TX-2.0,2.0,2.0,2.0
172,H2TX03118,"JOHNSON, SAM MR.",H,TX,3.0,REP,INCUMBENT,1065344.04,1015714.11,1,505717.03,528501.27,247431.0,28336.81,275767.81,TX-3.0,1.0,1.0,1.0
934,H6TX03150,"SLAVENS, JOHN CALVIN",H,TX,3.0,REP,CHALLENGER,73918.58,73918.58,0,0.0,0.0,28591.62,30.0,28621.62,TX-3.0,2.0,4.0,2.0
1139,H6TX03168,"FILAK, MICHAEL A MR.",H,TX,3.0,DEM,CHALLENGER,12186.0,17866.73,0,0.0,0.0,11489.14,1578.0,13067.14,TX-3.0,3.0,3.0,3.0
1160,H6TX03184,"THURGOOD, KEITH LEE",H,TX,3.0,REP,CHALLENGER,5560.1,6300.46,0,0.0,-4160.24,3950.0,1584.1,5534.1,TX-3.0,4.0,2.0,4.0
1299,H4TX04153,"RATCLIFFE, JOHN L",H,TX,4.0,REP,INCUMBENT,879015.25,724965.37,1,111774.69,160278.72,389711.46,14461.5,404172.96,TX-4.0,1.0,1.0,1.0
819,H0TX04136,"GIGLIOTTI, LOUIS P",H,TX,4.0,REP,CHALLENGER,3374.95,130300.16,0,3468.17,-4457.04,0.0,3374.95,3374.95,TX-4.0,2.0,2.0,2.0
1277,H2TX05121,"HENSARLING, JEB HON.",H,TX,5.0,REP,INCUMBENT,2124484.78,990946.36,1,1597051.87,728268.47,887679.88,42294.46,929974.34,TX-5.0,1.0,1.0,1.0
282,H4TX06117,"BARTON, JOE LINUS",H,TX,6.0,REP,INCUMBENT,1132254.62,1215122.38,1,418874.14,339940.03,436428.64,16323.0,452751.64,TX-6.0,1.0,1.0,1.0
973,H6TX06203,"WOOLRIDGE, RUBY FAYE MS.",H,TX,6.0,DEM,CHALLENGER,29032.0,26269.6,0,0.0,7838.4,18555.0,10477.0,14910.0,TX-6.0,2.0,2.0,2.0
1154,H6TX06187,"ROSEMAN, JEFFREY LEE",H,TX,6.0,IND,CHALLENGER,11582.79,11582.79,0,0.0,0.0,0.0,0.0,0.0,TX-6.0,3.0,5.5,5.5
808,H6TX06146,"FOWLER, STEVEN C",H,TX,6.0,REP,CHALLENGER,6275.64,9918.7,0,0.0,0.0,3750.0,1615.0,5365.0,TX-6.0,4.0,4.0,3.0
785,H0TX06065,"COZAD, DAVID EDWIN",H,TX,6.0,DEM,CHALLENGER,2310.01,3530.64,0,363.02,0.0,26.0,2284.01,2310.01,TX-6.0,5.0,3.0,4.0
1195,H6TX06153,"BAKER, COLLIN JAMES",H,TX,6.0,REP,CHALLENGER,0.0,56.0,0,0.0,-56.0,0.0,0.0,0.0,TX-6.0,6.0,5.5,5.5
321,H0TX07055,"CULBERSON, JOHN",H,TX,7.0,REP,INCUMBENT,1168785.53,1014283.7,1,60532.51,150714.87,603967.08,18667.01,622634.09,TX-7.0,1.0,1.0,1.0
870,H6TX07110,"LLOYD, JAMES",H,TX,7.0,REP,CHALLENGER,126470.83,167585.79,0,0.0,14935.0,117996.83,5774.0,123770.83,TX-7.0,2.0,4.0,2.0
1037,H6TX07128,"ESPINOZA, MARIA L",H,TX,7.0,REP,CHALLENGER,28337.48,87749.97,0,0.0,14567.67,19366.75,8920.17,28286.92,TX-7.0,3.0,2.0,3.0
445,H2TX07036,"CARGAS, JAMES P",H,TX,7.0,DEM,CHALLENGER,36234.56,34603.56,0,416.62,2047.62,14320.16,7889.4,22209.56,TX-7.0,4.0,3.0,4.0
1251,H6TX08100,"BRADY, KEVIN",H,TX,8.0,REP,INCUMBENT,4218398.62,3423547.17,1,658287.42,1454114.47,1276575.89,22465.0,1299040.89,TX-8.0,1.0,1.0,1.0
730,H6TX08175,"TOTH, STEVE",H,TX,8.0,REP,CHALLENGER,168288.4,173987.65,0,0.0,0.0,152148.9,16139.5,168288.4,TX-8.0,2.0,2.0,2.0
1161,H6TX08167,"DEAN, ANDRE",H,TX,8.0,REP,CHALLENGER,11314.0,11602.0,0,0.0,0.0,7650.0,3664.0,11314.0,TX-8.0,3.0,3.0,3.0
1180,H6TX08183,"MCMICHAEL, CRAIG",H,TX,8.0,REP,CHALLENGER,7392.49,7435.81,0,680.65,637.33,5475.0,1917.49,7392.49,TX-8.0,4.0,4.0,4.0
300,H4TX09095,"GREEN, ALEXANDER",H,TX,9.0,DEM,INCUMBENT,526113.92,282970.0,1,130053.22,221358.23,334081.03,4725.89,338806.92,TX-9.0,1.0,1.0,1.0
221,H4TX10093,"MCCAUL, MICHAEL",H,TX,10.0,REP,INCUMBENT,1599109.0,1376646.15,1,61663.44,223337.87,892074.61,51883.95,943958.56,TX-10.0,1.0,1.0,1.0
812,H6TX10148,"GALLAHER, SCOT B.",H,TX,10.0,DEM,CHALLENGER,265.0,10341.0,0,0.0,174.0,0.0,165.0,165.0,TX-10.0,2.0,3.0,3.0
771,H2TX10113,"CADIEN, TAWANA W.",H,TX,10.0,DEM,CHALLENGER,3425.72,2967.5,0,823.71,1386.36,1100.0,1325.72,2425.72,TX-10.0,3.0,2.0,2.0
1261,H4TX19136,"CONAWAY, MICHAEL HONORABLE",H,TX,11.0,REP,INCUMBENT,1823689.16,1146958.38,1,1057107.42,1438150.63,684360.39,585.0,684945.39,TX-11.0,1.0,1.0,1.0
155,H6TX12060,"GRANGER, KAY",H,TX,12.0,REP,INCUMBENT,1380764.9,635720.6,1,116463.44,511933.1,732259.0,27931.0,760190.0,TX-12.0,1.0,1.0,1.0
1308,H4TX13014,"THORNBERRY, MAC",H,TX,13.0,REP,INCUMBENT,1747633.74,775944.9,1,378439.54,570994.42,855864.82,30242.23,886107.05,TX-13.0,1.0,1.0,1.0
1170,H6TX13126,"ANSEL, JEFFREY",H,TX,13.0,IND,CHALLENGER,4767.0,2320.79,0,2339.22,4785.43,4567.0,200.0,4767.0,TX-13.0,2.0,2.0,2.0
279,H2TX14149,"WEBER, RANDY",H,TX,14.0,REP,INCUMBENT,578660.1,407983.89,1,209896.87,367487.27,381699.77,18875.47,400575.24,TX-14.0,1.0,1.0,1.0
1174,H6TX14124,"COLE, MICHAEL KENNETH MR JR",H,TX,14.0,DEM,CHALLENGER,10336.0,23159.1,0,162.29,739.19,3970.0,1366.0,5336.0,TX-14.0,2.0,2.0,3.0
1196,H4TX14079,"BROWN, DONALD GLENN JR",H,TX,14.0,DEM,CHALLENGER,74450.0,2507.82,0,1998.59,73263.77,74300.0,150.0,74450.0,TX-14.0,3.0,3.0,2.0
